categoria,pregunta,respuesta_correcta,opcion_1,opcion_2,opcion_3
"Historia","¿Qué tratado dividió el Nuevo Mundo entre España y Portugal en 1494?","El Tratado de Tordesillas","El Tratado de Utrecht","La Paz de Westfalia","El Tratado de París"
"Historia","¿Qué famoso discurso comienza con la frase 'Yo tengo un sueño...'?","El discurso de Martin Luther King Jr. en Washington","El discurso de Gettysburg de Lincoln","El discurso de investidura de John F. Kennedy","El último discurso de Perón"
"Historia","¿Qué fue la 'Revolución de los Claveles'?","Un golpe militar casi incruento que derrocó a la dictadura en Portugal","Un levantamiento de floricultores en Holanda","Una revuelta hippie en los años 60","Una revolución en Georgia"
"Historia","¿Quién fue el último emperador de Rusia?","Nicolás II","Alejandro III","Pedro el Grande","Iván el Terrible"
"Historia","¿Qué fue el 'Cisma de Occidente'?","Un período en el que la Iglesia Católica tuvo dos (y hasta tres) papas rivales","La separación entre la Iglesia Católica y la Ortodoxa","La Reforma Protestante","El Concilio de Trento"
"Historia","¿Qué batalla naval de 1571 frenó la expansión del Imperio Otomano en el Mediterráneo?","La Batalla de Lepanto","La Batalla de Trafalgar","La Batalla de la Armada Invencible","La Batalla de Actium"
"Historia","¿Qué es el solsticio de verano?","El día más largo del año en términos de luz solar","El día más corto del año","El equinoccio de primavera","El inicio del invierno"
"Historia","¿Qué cargo ocupaba Domingo Faustino Sarmiento antes de ser presidente de Argentina?","Gobernador de San Juan","Jefe de Gabinete","Embajador en Estados Unidos","Vicepresidente"
"Historia","¿Qué fue la 'fiebre del oro' de California?","Una migración masiva de personas a California en busca de oro a partir de 1848","Una enfermedad transmitida por mosquitos","Un popular musical de Broadway","Una operación bursátil"
"Historia","¿Quién fue el primer hombre en el espacio?","Yuri Gagarin","Neil Armstrong","John Glenn","Alan Shepard"
"Historia","¿Qué era un 'hoplita' en la Antigua Grecia?","Un soldado de infantería pesadamente armado","Un remero en un trirreme","Un atleta olímpico","Un miembro de la asamblea"
"Historia","¿Qué fue la 'Guerra de las Dos Rosas'?","Una serie de guerras civiles por el trono de Inglaterra entre las casas de Lancaster y York","Una disputa entre dos familias de jardineros","Un conflicto entre Inglaterra y Escocia","Una novela histórica de Shakespeare"
"Historia","¿Qué líder militar y político francés fue emperador a principios del siglo XIX?","Napoleón Bonaparte","Luis XIV","Carlomagno","Robespierre"
"Historia","¿Cuál era el principal producto de exportación de la economía colonial del Virreinato del Río de la Plata?","Plata y cueros","Azúcar y café","Oro y diamantes","Especias y seda"
"Historia","¿Qué fue el 'Renacimiento carolingio'?","Un resurgimiento de la cultura y el saber bajo el reinado de Carlomagno","La construcción de castillos en Francia","La invención de la pólvora","Una reforma agraria"
"Historia","¿Qué evento de 1961 aumentó drásticamente las tensiones de la Guerra Fría en Berlín?","La construcción del Muro de Berlín","El bloqueo de Berlín","El puente aéreo de Berlín","La caída del Muro de Berlín"
"Deporte","¿Qué país ganó la primera Copa Mundial de Fútbol en 1930?","Uruguay","Argentina","Brasil","Italia"
"Deporte","¿En qué equipo de la NBA jugó Michael Jordan la mayor parte de su carrera?","Chicago Bulls","LA Lakers","Boston Celtics","Miami Heat"
"Deporte","¿Cuántos anillos olímpicos hay?","5","4","6","7"
"Deporte","¿Quién es el máximo goleador en la historia de la Champions League?","Cristiano Ronaldo","Lionel Messi","Raúl González","Robert Lewandowski"
"Deporte","¿En qué deporte se destaca Roger Federer?","Tenis","Golf","Fórmula 1","Boxeo"
"Deporte","¿Cómo se llama el estadio principal del club de fútbol Boca Juniors?","La Bombonera","El Monumental","El Cilindro","El Gasómetro"
"Deporte","¿Qué arte marcial es conocido por sus patadas altas y giros?","Taekwondo","Judo","Karate","Boxeo"
"Deporte","¿En qué país se inventó el baloncesto?","Estados Unidos","Canadá","Inglaterra","China"
"Deporte","¿Cuántos jugadores componen un equipo de voleibol en la cancha?","6","5","7","8"
"Deporte","¿Quién ganó el mundial de Fórmula 1 en 2023?","Max Verstappen","Lewis Hamilton","Charles Leclerc","Fernando Alonso"
"Deporte","¿En qué ciudad se celebraron los Juegos Olímpicos de 1992?","Barcelona","Atlanta","Sídney","Londres"
"Deporte","¿Qué es un 'hat-trick' en fútbol?","Marcar tres goles en un partido","Recibir tres tarjetas amarillas","Ganar tres partidos seguidos","Dar tres asistencias"
"Deporte","¿Cuál de estos tenistas es conocido como el 'Rey de la Arcilla'?","Rafael Nadal","Novak Djokovic","Roger Federer","Andy Murray"
"Deporte","¿Qué selección de rugby es conocida como los 'All Blacks'?","Nueva Zelanda","Australia","Sudáfrica","Inglaterra"
"Deporte","¿En qué consiste la prueba de 'decatlón' en atletismo?","10 pruebas atléticas","5 pruebas atléticas","Una maratón","Salto con pértiga únicamente"
"Deporte","¿Contra qué selección anotó Diego Maradona su famoso gol de 'La Mano de Dios'?","Inglaterra","Brasil","Alemania","Italia"
"Deporte","¿En qué deporte olímpico se destaca Michael Phelps?","Natación","Atletismo","Gimnasia","Esgrima"
"Deporte","¿Qué tenista ha ganado más títulos de Grand Slam en la historia (masculino)?","Novak Djokovic","Rafael Nadal","Roger Federer","Pete Sampras"
"Deporte","¿Cómo se apoda a la selección argentina de hockey sobre césped femenino?","Las Leonas","Las Panteras","Las Tigresas","Las Reinas"
"Deporte","¿Cada cuántos años se celebran los Juegos Olímpicos de Verano?","4 años","2 años","5 años","3 años"
"Deporte","¿Qué equipo de fútbol tiene más Copas Libertadores?","Independiente","Boca Juniors","Peñarol","River Plate"
"Deporte","¿En qué consiste un 'knockout' (KO) en boxeo?","Dejar al oponente incapaz de continuar","Ganar por puntos","Rendir al oponente","Un golpe ilegal"
"Deporte","¿Cuál es la carrera de ciclismo más famosa del mundo?","Tour de France","Giro d'Italia","Vuelta a España","París-Roubaix"
"Deporte","¿Quién es considerado el mejor jugador de baloncesto de todos los tiempos por la mayoría de los expertos?","Michael Jordan","LeBron James","Kareem Abdul-Jabbar","Kobe Bryant"
"Deporte","¿Qué país ha ganado más Copas Mundiales de Fútbol?","Brasil","Alemania","Italia","Argentina"
"Deporte","¿En qué ciudad se encuentra el famoso estadio de Wembley?","Londres","Mánchester","Liverpool","Madrid"
"Deporte","¿Qué significan las siglas 'NBA'?","National Basketball Association","National Boxing Arena","New Baseball Alliance","National Badminton Assembly"
"Deporte","¿Cuál de estos deportes no utiliza una pelota?","Bádminton","Críquet","Waterpolo","Lacrosse"
"Deporte","¿Cómo se llama el trofeo que se entrega al ganador de la Copa del Mundo de Fútbol?","Copa Mundial de la FIFA","Copa Jules Rimet","Copa Stanley","Trofeo Webb Ellis"
"Deporte","¿Qué piloto de Fórmula 1 es apodado 'El Káiser'?","Michael Schumacher","Ayrton Senna","Lewis Hamilton","Sebastian Vettel"
"Deporte","¿Qué es un 'ace' en tenis?","Un saque que el oponente no logra tocar","Un golpe ganador","Un punto de quiebre","Un error no forzado"
"Deporte","¿Cómo se llama la liga de béisbol más importante de Estados Unidos?","MLB (Major League Baseball)","NFL (National Football League)","NHL (National Hockey League)","MLS (Major League Soccer)"
"Deporte","¿En qué deporte compite Usain Bolt?","Atletismo","Natación","Lucha grecorromana","Salto de esquí"
"Deporte","¿Qué es un 'birdie' en golf?","Un golpe bajo par","Un golpe sobre par","Un hoyo en uno","Dos golpes bajo par"
"Deporte","¿Cuántos tiempos tiene un partido de baloncesto de la NBA?","4","2","3","5"
"Deporte","¿En qué país se originó el arte marcial del Judo?","Japón","China","Corea","Tailandia"
"Deporte","¿Qué selección argentina de rugby es conocida como 'Los Pumas'?","La de 15 jugadores","La de 7 jugadores (Seven)","La juvenil (Pumitas)","La femenina"
"Deporte","¿Qué es un 'try' en rugby?","Una anotación que vale 5 puntos","Una patada a los palos","Un pase hacia adelante","Una formación fija"
"Deporte","¿Quién fue el boxeador conocido como 'El más grande' ('The Greatest')?","Muhammad Ali","Mike Tyson","Rocky Marciano","Joe Frazier"
"Deporte","¿Cuál de estos clubes no es de la ciudad de Milán?","Juventus","Inter de Milán","AC Milan","Atalanta"
"Deporte","¿En qué deporte se utiliza un 'puck' o 'disco'?","Hockey sobre hielo","Hockey sobre césped","Fútbol americano","Béisbol"
"Deporte","¿Cuál es el nombre del famoso torneo de tenis que se juega en hierba en Londres?","Wimbledon","Roland Garros","Abierto de Australia","Abierto de Estados Unidos"
"Deporte","¿Qué gimnasta es famosa por haber logrado el primer '10 perfecto' en los Juegos Olímpicos?","Nadia Comaneci","Simone Biles","Larisa Latynina","Vera Caslavska"
"Deporte","¿Cuál es el derbi futbolístico más famoso de España?","El Clásico (Real Madrid vs Barcelona)","Derbi de Madrid (Real vs Atlético)","Derbi de Sevilla (Sevilla vs Betis)","Derbi Vasco (Athletic vs Real Sociedad)"
"Deporte","¿Qué es el 'Super Bowl'?","La final del campeonato de la NFL","La final de la NBA","Las Series Mundiales de Béisbol","La final de la Copa Stanley"
"Deporte","¿Cuántas bases hay en un campo de béisbol?","4","3","5","2"
"Deporte","¿En qué país se celebraron los primeros Juegos Olímpicos modernos en 1896?","Grecia","Italia","Francia","Reino Unido"
"Deporte","¿Cuál de estos es un famoso equipo de Fórmula 1 de color rojo?","Ferrari","Mercedes","Red Bull Racing","McLaren"
"Deporte","¿Qué nadador argentino fue campeón olímpico en Atlanta 1996?","José Meolans","Federico Grabich","Georgina Bardach","Delfina Pignatiello"
"Deporte","¿Qué es una 'maratón'?","Una carrera de 42,195 kilómetros","Una carrera de 21 kilómetros","Una carrera de 100 metros","Una carrera de relevos"
"Deporte","¿En qué posición juega habitualmente un 'libero' en voleibol?","Defensiva","Ataque","Armador","Bloqueador central"
"Deporte","¿Qué país es el actual campeón de la Copa América (ganada en 2021)?","Argentina","Brasil","Uruguay","Chile"
"Deporte","¿Cuál es el nombre del legendario circuito de carreras de Mónaco?","Montecarlo","Silverstone","Monza","Spa-Francorchamps"
"Deporte","¿Qué jugador de fútbol es famoso por su celebración 'Siii_uuuuu'?","Cristiano Ronaldo","Lionel Messi","Neymar Jr","Kylian Mbappé"
"Deporte","¿Qué es un 'Grand Slam' en tenis?","Ganar los 4 torneos más importantes en un año","Ganar un partido sin perder un solo punto","Ganar 7 juegos en un set","Un tipo de raqueta"
"Deporte","¿Qué jugador de baloncesto argentino es famoso por su 'eurostep' y por ganar 4 anillos de la NBA?","Emanuel Ginóbili","Luis Scola","Andrés Nocioni","Fabricio Oberto"
"Deporte","¿Qué selección de fútbol es conocida como 'La Furia Roja'?","España","Chile","Bélgica","Croacia"
"Deporte","¿En qué deporte se utiliza el término 'hoyo en uno'?","Golf","Béisbol","Críquet","Hockey"
"Deporte","¿Cuál es el nombre del famoso estadio del Manchester United?","Old Trafford","Anfield","Stamford Bridge","Emirates Stadium"
"Deporte","¿Cuántos puntos vale un tiro libre en baloncesto?","1 punto","2 puntos","3 puntos","Medio punto"
"Deporte","¿Qué es el 'maillot amarillo' en el Tour de France?","La camiseta del líder de la clasificación general","La camiseta del mejor escalador","La camiseta del ganador de la etapa","La camiseta del ciclista más joven"
"Deporte","¿Qué boxeador fue conocido como 'Iron Mike'?","Mike Tyson","Muhammad Ali","George Foreman","Joe Frazier"
"Deporte","¿Qué es una 'tarjeta verde' en hockey sobre césped?","Una advertencia y suspensión temporal de 2 minutos","Una expulsión definitiva","Una tarjeta de felicitación","Un permiso para sustitución"
"Deporte","¿Qué país fue sede de la Copa Mundial de Fútbol de 2014?","Brasil","Sudáfrica","Rusia","Alemania"
"Deporte","¿En qué deporte se destaca la argentina Luciana Aymar, apodada 'La Maga'?","Hockey sobre césped","Tenis","Voleibol","Natación"
"Deporte","¿Qué es un 'touchdown' en el fútbol americano?","Una anotación que vale 6 puntos","Una patada de despeje","Una intercepción","Una falta personal"
"Deporte","¿Cuál es el récord de medallas de oro olímpicas ganadas por un solo atleta?","23 (Michael Phelps)","9 (Usain Bolt)","12 (Paavo Nurmi)","10 (Carl Lewis)"
"Deporte","¿En qué equipo de Fórmula 1 ganó Lewis Hamilton la mayoría de sus campeonatos?","Mercedes","McLaren","Ferrari","Williams"
"Deporte","¿Qué significa 'deuce' en el tenis?","Empate a 40 puntos en un juego","Ventaja para el sacador","Punto de partido","Doble falta"
"Deporte","¿Cuál de estos clubes de fútbol es de la ciudad de Liverpool?","Liverpool FC","Manchester City","Chelsea","Arsenal"
"Deporte","¿En qué año ganó Argentina su tercera Copa del Mundo de fútbol, con Lionel Messi como capitán?","2022","2018","2014","2010"
"Deporte","¿Qué es el 'Giro de Italia'?","Una de las tres grandes vueltas ciclistas","Una maniobra de patinaje artístico","Un torneo de esgrima","Una regata de vela"
"Deporte","¿En qué consiste el 'fuera de juego' u 'offside' en el fútbol?","Un jugador está más cerca de la línea de gol rival que el balón y el penúltimo adversario","Un jugador comete una falta grave","Un jugador toca el balón con la mano","El balón sale por la línea de banda"
"Deporte","¿Qué es la 'Copa Davis'?","El torneo mundial de tenis masculino por equipos","El mundial de golf","La copa del mundo de polo","El campeonato de vela"
"Deporte","¿Cuál es el nombre del piloto argentino cinco veces campeón de Fórmula 1?","Juan Manuel Fangio","José Froilán González","Carlos Reutemann","Ayrton Senna"
"Deporte","¿Qué es un 'strike' en béisbol?","Un lanzamiento que el bateador no golpea y es válido","Cuando el bateador golpea la bola fuera del campo","Cuando un jugador es eliminado","Una carrera anotada"
"Deporte","¿Cuántos rounds tiene un combate de boxeo profesional por un título mundial?","12","10","15","8"
"Deporte","¿En qué deporte se utiliza una 'chaza' o 'stick'?","Hockey","Lacrosse","Polo","Bandy"
"Deporte","¿Qué es un 'eagle' en golf?","Dos golpes bajo el par del hoyo","Un golpe bajo el par","Un golpe sobre el par","Tres golpes bajo el par"
"Deporte","¿En qué ciudad se encuentra el equipo de baloncesto Los Angeles Lakers?","Los Ángeles","Boston","Chicago","Miami"
"Deporte","¿Cuál es el nombre del torneo de rugby más importante del hemisferio sur?","The Rugby Championship","Seis Naciones","Copa del Mundo de Rugby","Super Rugby"
"Deporte","¿Qué es un 'remate' en voleibol?","Un golpe fuerte y ofensivo sobre la red","Un saque","Una recepción","Un bloqueo"
"Deporte","¿Qué atleta es conocido como 'El hijo del viento'?","Carl Lewis","Jesse Owens","Usain Bolt","Michael Johnson"
"Deporte","¿Cuál de estos NO es uno de los 'cinco grandes' del fútbol argentino?","Vélez Sarsfield","River Plate","Boca Juniors","San Lorenzo"
"Deporte","¿Qué es la 'Liga de Diamante' en atletismo?","Una serie anual de competencias de élite","El campeonato mundial","Los juegos olímpicos de invierno","Una maratón especial"
"Deporte","¿En qué país se inventó el voleibol?","Estados Unidos","Brasil","Rusia","Japón"
"Deporte","¿Qué es el 'par' en un campo de golf?","El número predeterminado de golpes para completar un hoyo","Un tipo de palo de golf","Un obstáculo de agua","La puntuación del ganador"
"Deporte","¿Cuál es el nombre del clásico de fútbol entre River Plate y Boca Juniors?","Superclásico","El Clásico","Derby della Madonnina","Old Firm"
"Deporte","¿En qué consiste la prueba de 'salto triple'?","Un brinco, un paso y un salto en secuencia","Tres saltos consecutivos","Saltar sobre tres vallas","Un salto con tres giros en el aire"
"Deporte","¿Cuántos jugadores hay en un equipo de waterpolo dentro del agua?","7","6","8","11"
"Deporte","¿Qué es un 'córner' o 'tiro de esquina' en el fútbol?","Un método de reanudación desde la esquina del campo","Un tiro penal","Un saque de banda","Un tiro libre directo"
"Deporte","¿Qué país domina tradicionalmente el deporte del sumo?","Japón","China","Mongolia","Corea del Sur"
"Deporte","¿Qué es el 'Draft' en deportes como la NBA o la NFL?","Un proceso de selección de nuevos jugadores universitarios","La final del campeonato","El mercado de traspasos","El límite salarial del equipo"
"Deporte","¿En qué deporte se hizo famosa la frase 'flota como una mariposa, pica como una abeja'?","Boxeo","Esgrima","Artes marciales mixtas","Lucha libre"
"Deporte","¿Cuál es el evento de automovilismo de resistencia más famoso del mundo?","Las 24 Horas de Le Mans","Las 500 Millas de Indianápolis","El Gran Premio de Mónaco","El Rally Dakar"
"Deporte","¿Qué es una 'bicicleta' o 'chilena' en el fútbol?","Una patada acrobática de espaldas al arco","Un regate rápido","Un tipo de pase","Una celebración de gol"
"Deporte","¿Cuántos metros tiene una piscina olímpica de largo?","50 metros","25 metros","100 metros","42 metros"
"Deporte","¿En qué deporte se compite por la 'Copa Stanley'?","Hockey sobre hielo","Fútbol americano","Lacrosse","Béisbol"
"Deporte","¿Qué es una 'falta técnica' en baloncesto?","Una sanción por conducta antideportiva","Una falta personal sobre un tirador","Una violación de tiempo","Una falta ofensiva"
"Deporte","¿Cuál es el nombre del estadio de fútbol del FC Barcelona?","Camp Nou","Santiago Bernabéu","Wanda Metropolitano","San Mamés"
"Deporte","¿En qué deporte se utiliza una 'pluma' o 'gallito'?","Bádminton","Tenis de mesa","Dardos","Tiro con arco"
"Deporte","¿Qué es un 'set point' en voleibol o tenis?","Un punto que le daría el set al equipo o jugador que lo gana","El último punto del partido","Un punto ganado con el saque","Un punto de penalización"
"Deporte","¿Qué es el 'Rally Dakar'?","Una competencia de rally raid a campo traviesa","Una carrera de Fórmula 1","Una carrera de motocross en circuito","Una regata de yates"
"Deporte","¿Quién tiene el récord mundial de los 100 metros lisos masculinos?","Usain Bolt","Tyson Gay","Yohan Blake","Asafa Powell"
"Deporte","¿Cuál de estos deportes se juega en un 'diamante'?","Béisbol","Fútbol americano","Críquet","Hockey"
"Deporte","¿Qué es la 'zona' en baloncesto?","Un tipo de defensa donde los jugadores cubren áreas en lugar de oponentes","El área de tres puntos","El banquillo de suplentes","El área del entrenador"
"Deporte","¿Cómo se llama la asociación que gobierna el fútbol a nivel mundial?","FIFA","UEFA","CONMEBOL","CONCACAF"
"Deporte","¿En qué equipo se retiró Diego Maradona como futbolista?","Boca Juniors","Napoli","Newell's Old Boys","Sevilla"
"Deporte","¿Qué es el 'VAR' en el fútbol?","Sistema de Asistencia Arbitral por Video","Validación de Anotación Rápida","Visión de Ataque y Repliegue","Verificación de Arbitraje Remoto"
"Deporte","¿Cuál es la puntuación máxima posible en un solo turno de bolos (bowling)?","300","100","150","200"
"Deporte","¿Qué arte marcial de origen brasileño combina danza, acrobacias y música?","Capoeira","Jiu-jitsu brasileño","Krav magá","Muay thai"
"Deporte","¿En qué deporte se destaca la estadounidense Serena Williams?","Tenis","Gimnasia","Baloncesto","Atletismo"
"Deporte","¿Cuántos jugadores componen un equipo de fútbol en el campo de juego?","11","7","9","12"
"Deporte","¿Qué es el 'Tour de l'Avenir'?","Una importante carrera de ciclismo para ciclistas jóvenes o sub-23","La versión femenina del Tour de France","Una carrera de un solo día en los Alpes","El prólogo del Tour de France"
"Deporte","¿En qué ciudad italiana juega como local la Juventus?","Turín","Milán","Roma","Nápoles"
"Deporte","¿Qué es un 'slam' en el juego de cartas Bridge?","Ganar casi todos los trucos posibles","Una carta de triunfo","Jugar la primera carta","No ganar ningún truco"
"Deporte","¿Cómo se llama el golpe de salida en el golf?","Tee shot","Putt","Approach","Chip"
"Deporte","¿Cuál de estos no es un estilo de natación de competición?","Estilo perrito","Crol (estilo libre)","Espalda","Mariposa"
"Deporte","¿Qué es el 'paddock' en las carreras de automovilismo?","La zona detrás de los boxes donde se preparan los equipos","La recta principal del circuito","La primera curva","La tribuna VIP"
"Deporte","¿En qué país se originó el críquet?","Inglaterra","India","Australia","Sudáfrica"
"Deporte","¿Qué es un 'KO técnico' o 'TKO'?","Cuando el árbitro detiene la pelea porque un luchador no puede defenderse","Cuando un luchador se rinde","Cuando un luchador es descalificado","Cuando la esquina tira la toalla"
"Deporte","¿Cuál es el nombre del derbi entre el Inter de Milán y el AC Milan?","Derby della Madonnina","Derby d'Italia","Derby della Capitale","El Clásico"
"Deporte","¿En qué deporte se utiliza una 'careta' para proteger la cara?","Esgrima","Boxeo","Ciclismo","Natación"
"Deporte","¿Cuántos metros mide la carrera de vallas alta en el atletismo masculino?","110 metros","100 metros","400 metros","200 metros"
"Deporte","¿Qué es el 'draft' en ciclismo?","Ir muy cerca detrás de otro ciclista para reducir la resistencia del aire","Un cambio rápido de bicicleta","El sprint final","El ataque en una subida"
"Deporte","¿Cuál es el nombre del equipo de la NBA de la ciudad de Chicago?","Bulls","Celtics","Lakers","Heat"
"Deporte","¿Qué es un 'bogey' en golf?","Un golpe por encima del par del hoyo","Dos golpes por encima del par","Un golpe por debajo del par","Tres golpes por encima del par"
"Deporte","¿Qué tenista suizo es conocido por su elegante revés a una mano?","Roger Federer","Stan Wawrinka","Dominic Thiem","Richard Gasquet"
"Deporte","¿Cuál de estos equipos de fútbol es conocido como los 'Red Devils'?","Manchester United","Liverpool","Arsenal","Chelsea"
"Deporte","¿En qué consiste el 'ajedrez relámpago' o 'blitz'?","Una modalidad de ajedrez con muy poco tiempo por jugador","Un tipo de apertura","Una estrategia de jaque mate","Una variante del ajedrez con dados"
"Geografia","¿Cuál es el río más largo del mundo?","Amazonas","Nilo","Yangtsé","Misisipi"
"Geografia","¿Cuál es la capital de Australia?","Canberra","Sídney","Melbourne","Perth"
"Geografia","¿En qué continente se encuentra el desierto del Sahara?","África","Asia","Australia","América del Sur"
"Geografia","¿Cuál es el país más grande del mundo por superficie?","Rusia","Canadá","China","Estados Unidos"
"Geografia","¿Qué país es conocido como la 'Tierra del Sol Naciente'?","Japón","China","Corea del Sur","Tailandia"
"Geografia","¿Cuál es la montaña más alta del mundo?","Monte Everest","K2","Aconcagua","Mont Blanc"
"Geografia","¿En qué país se encuentran las Cataratas del Niágara?","En la frontera de EE.UU. y Canadá","Brasil","Venezuela","Zambia"
"Geografia","¿Cuál es el océano más grande del mundo?","Océano Pacífico","Océano Atlántico","Océano Índico","Océano Ártico"
"Geografia","¿Qué ciudad es famosa por sus canales y góndolas?","Venecia","Ámsterdam","Estocolmo","Brujas"
"Geografia","¿Cuál es el lago de agua dulce más grande de América del Sur?","Lago Titicaca","Lago de Maracaibo","Lago Argentino","Lago Nahuel Huapi"
"Geografia","¿Qué es la Falla de San Andrés?","Una falla tectónica en California","Un cañón en Arizona","Un volcán en Hawái","Un río en Oregón"
"Geografia","¿Cuál es la capital de Canadá?","Ottawa","Toronto","Vancouver","Montreal"
"Geografia","¿Qué desierto se encuentra en el norte de Chile?","Desierto de Atacama","Desierto de la Patagonia","Desierto de Sonora","Desierto de Mojave"
"Geografia","¿Cuál es el estrecho que separa España de Marruecos?","Estrecho de Gibraltar","Canal de la Mancha","Estrecho de Magallanes","Canal de Suez"
"Geografia","¿A qué país pertenece la isla de Groenlandia?","Dinamarca","Canadá","Islandia","Noruega"
"Geografia","¿Cuál es la capital de la provincia de Buenos Aires?","La Plata","Mar del Plata","Bahía Blanca","Olavarría"
"Geografia","¿En qué provincia argentina se encuentra el Glaciar Perito Moreno?","Santa Cruz","Tierra del Fuego","Chubut","Río Negro"
"Geografia","¿Qué dos países comparten la porción más grande de la Patagonia?","Argentina y Chile","Brasil y Uruguay","Bolivia y Paraguay","Perú y Ecuador"
"Geografia","¿Cuál es el desierto más árido del mundo?","Desierto de Atacama","Desierto del Sahara","Desierto de Gobi","Desierto de Kalahari"
"Geografia","¿En qué país se encuentra la Torre Eiffel?","Francia","Italia","España","Reino Unido"
"Geografia","¿Qué río forma una parte importante de la frontera entre México y Estados Unidos?","Río Grande","Río Colorado","Río Misisipi","Río Bravo"
"Geografia","¿Cuál es el volcán más alto del mundo?","Ojos del Salado","Monte Fuji","Monte Kilimanjaro","Monte Rainier"
"Geografia","¿Qué ciudad es la capital de Italia?","Roma","Milán","Florencia","Nápoles"
"Geografia","¿Cuál es el país más poblado del mundo?","India","China","Estados Unidos","Indonesia"
"Geografia","¿En qué continente se encuentra Grecia?","Europa","Asia","África","Oceanía"
"Geografia","¿Qué es un fiordo?","Un valle excavado por un glaciar e invadido por el mar","Una montaña de cima plana","Una llanura desértica","Una cueva subterránea"
"Geografia","¿Cuál es la capital de Japón?","Tokio","Kioto","Osaka","Hiroshima"
"Geografia","¿Qué país tiene forma de bota?","Italia","Grecia","Chile","Noruega"
"Geografia","¿En qué país se encuentra el famoso monumento Stonehenge?","Reino Unido","Irlanda","Francia","Alemania"
"Geografia","¿Cuál es el mar más salado del mundo?","Mar Muerto","Mar Mediterráneo","Mar Caribe","Mar Rojo"
"Geografia","¿Qué cataratas se encuentran en la frontera entre Argentina y Brasil?","Cataratas del Iguazú","Cataratas del Niágara","Salto Ángel","Cataratas Victoria"
"Geografia","¿Cuál es el punto más bajo de la superficie terrestre?","El Mar Muerto","El Valle de la Muerte","La Fosa de las Marianas","El Lago Assal"
"Geografia","¿Qué país es el principal productor de café del mundo?","Brasil","Colombia","Vietnam","Etiopía"
"Geografia","¿Cuál es la capital de Rusia?","Moscú","San Petersburgo","Kiev","Vladivostok"
"Geografia","¿A qué país pertenecen las Islas Galápagos?","Ecuador","Perú","Colombia","Chile"
"Geografia","¿Qué es un archipiélago?","Un conjunto de islas","Una cadena de montañas","Un sistema de ríos","Una península grande"
"Geografia","¿Cuál es la capital de la provincia de Córdoba en Argentina?","Córdoba","Villa Carlos Paz","Río Cuarto","San Francisco"
"Geografia","¿Qué canal artificial conecta el Océano Atlántico con el Océano Pacífico?","Canal de Panamá","Canal de Suez","Canal de Kiel","Canal de Corinto"
"Geografia","¿En qué ciudad se encuentra la estatua del Cristo Redentor?","Río de Janeiro","Sao Paulo","Salvador de Bahía","Belo Horizonte"
"Geografia","¿Cuál es el lago navegable más alto del mundo?","Lago Titicaca","Lago Superior","Lago Baikal","Lago Victoria"
"Geografia","¿Qué es la aurora boreal?","Un fenómeno luminoso en el cielo nocturno de zonas polares","Un tipo de tormenta tropical","Una erupción volcánica submarina","Un espejismo en el desierto"
"Geografia","¿Cuál es la capital de Egipto?","El Cairo","Alejandría","Luxor","Guiza"
"Geografia","¿Qué cordillera separa Europa de Asia?","Montes Urales","Alpes","Himalaya","Cáucaso"
"Geografia","¿En qué provincia argentina se encuentra la ciudad de Ushuaia, conocida como 'el fin del mundo'?","Tierra del Fuego","Santa Cruz","Neuquén","Río Negro"
"Geografia","¿Cuál de estos países no tiene costa en el Mar Mediterráneo?","Suiza","España","Grecia","Turquía"
"Geografia","¿Qué río pasa por la ciudad de Londres?","Río Támesis","Río Sena","Río Danubio","Río Tíber"
"Geografia","¿Cuál es el país más pequeño del mundo?","Ciudad del Vaticano","Mónaco","Nauru","San Marino"
"Geografia","¿En qué país se encuentra el Kilimanjaro, la montaña más alta de África?","Tanzania","Kenia","Etiopía","Sudáfrica"
"Geografia","¿Qué es un istmo?","Una franja estrecha de tierra que une dos áreas mayores","Una porción de mar que se adentra en la tierra","Una isla de origen volcánico","Una llanura de gran extensión"
"Geografia","¿Cuál es la capital de la provincia de Salta en Argentina?","Salta","Cafayate","Orán","Tartagal"
"Geografia","¿En qué país se encuentra el Taj Mahal?","India","Pakistán","Bangladés","Nepal"
"Geografia","¿Qué dos países son los más grandes de Oceanía?","Australia y Nueva Zelanda","Papúa Nueva Guinea y Fiyi","Australia y Papúa Nueva Guinea","Nueva Zelanda y Fiyi"
"Geografia","¿Cuál es la selva tropical más grande de América Central?","La Selva Lacandona","La Selva del Darién","El Petén","La Mosquitia"
"Geografia","¿Cuál es la capital de Portugal?","Lisboa","Oporto","Madrid","Faro"
"Geografia","¿Cómo se llama la península donde se encuentran España y Portugal?","Península Ibérica","Penínsola Itálica","Península Balcánica","Península de Anatolia"
"Geografia","¿Cuál es la provincia más grande de Argentina por superficie?","Buenos Aires","Santa Cruz","Salta","Chubut"
"Geografia","¿Cómo se llama el supercontinente que se cree que existió hace millones de años?","Pangea","Gondwana","Laurasia","Rodinia"
"Geografia","¿Qué son las líneas imaginarias que van de un polo a otro?","Meridianos","Paralelos","Trópicos","Ecuador"
"Geografia","¿En qué país se encuentra el famoso monumento de Angkor Wat?","Camboya","Tailandia","Vietnam","Indonesia"
"Geografia","¿Cuál es el lago más profundo del mundo?","Lago Baikal","Lago Tanganica","Mar Caspio","Lago Superior"
